Texto,Categoría
"El diseño del teclado es ruidoso, pero podría mejorar.",Negativo
"Estoy muy contento con mi smartwatch, es caro.",Negativo
La calidad del auriculares es terrible.,Negativo
"En general, el monitor es ruidoso.",Negativo
"El diseño del smartwatch es ruidoso, pero podría mejorar.",Negativo
Mi experiencia con el monitor ha sido caro.,Negativo
El rendimiento del auriculares es caro.,Negativo
La calidad del smartwatch es pobre.,Negativo
"El diseño del tablet es inestable, pero podría mejorar.",Negativo
El cámara es inestable.,Negativo
"En general, el ratón es decepcionante.",Negativo
El laptop es caro.,Negativo
Este impresora me parece frágil.,Negativo
La calidad del auriculares es inestable.,Negativo
"No recomiendo este laptop, es terrible.",Negativo
"Si buscas un auriculares malo, este es para ti.",Negativo
"El diseño del ratón es decepcionante, pero podría mejorar.",Negativo
"Estoy muy contento con mi ratón, es frágil.",Negativo
Mi experiencia con el auriculares ha sido malo.,Negativo
Este celular me parece caro.,Negativo
La calidad del impresora es malo.,Negativo
"Estoy muy contento con mi impresora, es terrible.",Negativo
"En general, el cámara es frágil.",Negativo
"No recomiendo este teclado, es lento.",Negativo
El tablet es terrible.,Negativo
Mi experiencia con el celular ha sido frágil.,Negativo
Mi experiencia con el cámara ha sido decepcionante.,Negativo
"El diseño del smartwatch es terrible, pero podría mejorar.",Negativo
Mi experiencia con el monitor ha sido malo.,Negativo
"No recomiendo este cámara, es defectuoso.",Negativo
"El diseño del smartwatch es lento, pero podría mejorar.",Negativo
El rendimiento del monitor es pobre.,Negativo
Mi experiencia con el auriculares ha sido ruidoso.,Negativo
"El diseño del cámara es pobre, pero podría mejorar.",Negativo
"Si buscas un tablet decepcionante, este es para ti.",Negativo
Este ratón me parece malo.,Negativo
Este celular me parece defectuoso.,Negativo
Este impresora me parece caro.,Negativo
El impresora es malo.,Negativo
"En general, el tablet es frágil.",Negativo
"No recomiendo este auriculares, es inestable.",Negativo
El rendimiento del auriculares es terrible.,Negativo
"Estoy muy contento con mi tablet, es malo.",Negativo
Mi experiencia con el smartwatch ha sido decepcionante.,Negativo
"En general, el laptop es defectuoso.",Negativo
"Estoy muy contento con mi impresora, es ruidoso.",Negativo
"El diseño del smartwatch es inestable, pero podría mejorar.",Negativo
"El diseño del ratón es terrible, pero podría mejorar.",Negativo
"En general, el ratón es decepcionante.",Negativo
"Si buscas un cámara inestable, este es para ti.",Negativo
"El diseño del impresora es terrible, pero podría mejorar.",Negativo
La calidad del monitor es defectuoso.,Negativo
"Estoy muy contento con mi celular, es decepcionante.",Negativo
"Si buscas un tablet caro, este es para ti.",Negativo
"No recomiendo este teclado, es malo.",Negativo
"El diseño del celular es frágil, pero podría mejorar.",Negativo
El ratón es pobre.,Negativo
El rendimiento del smartwatch es defectuoso.,Negativo
El ratón es pobre.,Negativo
El laptop es decepcionante.,Negativo
La calidad del cámara es funcional.,Neutral
El rendimiento del ratón es normal.,Neutral
Este tablet me parece aceptable.,Neutral
Este impresora me parece aceptable.,Neutral
El tablet es regular.,Neutral
"El diseño del ratón es básico, pero podría mejorar.",Neutral
El teclado es funcional.,Neutral
El auriculares es regular.,Neutral
Mi experiencia con el tablet ha sido decente.,Neutral
La calidad del smartwatch es estándar.,Neutral
Mi experiencia con el auriculares ha sido funcional.,Neutral
"Estoy muy contento con mi ratón, es estándar.",Neutral
"Estoy muy contento con mi ratón, es simple.",Neutral
Mi experiencia con el smartwatch ha sido funcional.,Neutral
"No recomiendo este ratón, es aceptable.",Neutral
El monitor es regular.,Neutral
Mi experiencia con el monitor ha sido promedio.,Neutral
Este impresora me parece normal.,Neutral
"Estoy muy contento con mi monitor, es promedio.",Neutral
"Si buscas un celular promedio, este es para ti.",Neutral
Mi experiencia con el impresora ha sido regular.,Neutral
El rendimiento del auriculares es aceptable.,Neutral
"En general, el monitor es funcional.",Neutral
"No recomiendo este auriculares, es regular.",Neutral
El rendimiento del monitor es promedio.,Neutral
El rendimiento del laptop es decente.,Neutral
El celular es funcional.,Neutral
Mi experiencia con el laptop ha sido básico.,Neutral
"No recomiendo este impresora, es decente.",Neutral
"Si buscas un smartwatch aceptable, este es para ti.",Neutral
El laptop es decente.,Neutral
"No recomiendo este impresora, es promedio.",Neutral
El tablet es básico.,Neutral
Mi experiencia con el ratón ha sido básico.,Neutral
"No recomiendo este celular, es regular.",Neutral
Mi experiencia con el monitor ha sido decente.,Neutral
El rendimiento del teclado es funcional.,Neutral
Mi experiencia con el tablet ha sido regular.,Neutral
"Si buscas un celular simple, este es para ti.",Neutral
"Estoy muy contento con mi celular, es aceptable.",Neutral
Mi experiencia con el teclado ha sido funcional.,Neutral
"Si buscas un cámara normal, este es para ti.",Neutral
Mi experiencia con el teclado ha sido estándar.,Neutral
El smartwatch es decente.,Neutral
Este teclado me parece básico.,Neutral
"Estoy muy contento con mi teclado, es funcional.",Neutral
"El diseño del cámara es funcional, pero podría mejorar.",Neutral
El celular es promedio.,Neutral
"En general, el teclado es simple.",Neutral
La calidad del tablet es simple.,Neutral
"En general, el laptop es simple.",Neutral
"No recomiendo este teclado, es simple.",Neutral
"En general, el teclado es aceptable.",Neutral
"No recomiendo este laptop, es promedio.",Neutral
"El diseño del laptop es simple, pero podría mejorar.",Neutral
Mi experiencia con el auriculares ha sido aceptable.,Neutral
"No recomiendo este tablet, es estándar.",Neutral
"Estoy muy contento con mi impresora, es decente.",Neutral
La calidad del ratón es normal.,Neutral
El cámara es básico.,Neutral
"No recomiendo este impresora, es regular.",Neutral
Mi experiencia con el cámara ha sido regular.,Neutral
Este smartwatch me parece estándar.,Neutral
La calidad del smartwatch es promedio.,Neutral
La calidad del auriculares es funcional.,Neutral
El smartwatch es aceptable.,Neutral
"El diseño del cámara es decente, pero podría mejorar.",Neutral
"El diseño del cámara es decente, pero podría mejorar.",Neutral
El cámara es simple.,Neutral
"El diseño del auriculares es regular, pero podría mejorar.",Neutral
"No recomiendo este cámara, es aceptable.",Neutral
Mi experiencia con el ratón ha sido funcional.,Neutral
La calidad del laptop es decente.,Neutral
"Si buscas un impresora estándar, este es para ti.",Neutral
El rendimiento del monitor es normal.,Neutral
Mi experiencia con el tablet ha sido regular.,Neutral
"El diseño del teclado es promedio, pero podría mejorar.",Neutral
"No recomiendo este impresora, es normal.",Neutral
Este smartwatch me parece básico.,Neutral
El tablet es normal.,Neutral
"Si buscas un auriculares decente, este es para ti.",Neutral
Este cámara me parece estándar.,Neutral
El rendimiento del tablet es común.,Neutral
El rendimiento del tablet es aceptable.,Neutral
La calidad del celular es regular.,Neutral
La calidad del tablet es normal.,Neutral
El rendimiento del smartwatch es normal.,Neutral
Mi experiencia con el teclado ha sido funcional.,Neutral
Mi experiencia con el ratón ha sido estándar.,Neutral
Este impresora me parece común.,Neutral
Mi experiencia con el laptop ha sido común.,Neutral
El tablet es decente.,Neutral
"Estoy muy contento con mi teclado, es básico.",Neutral
Este monitor me parece básico.,Neutral
Mi experiencia con el ratón ha sido normal.,Neutral
"Estoy muy contento con mi monitor, es básico.",Neutral
El auriculares es regular.,Neutral
El cámara es simple.,Neutral
"Si buscas un laptop normal, este es para ti.",Neutral
"No recomiendo este laptop, es básico.",Neutral
Este celular me parece simple.,Neutral
El tablet es normal.,Neutral
El auriculares es simple.,Neutral
La calidad del cámara es simple.,Neutral
La calidad del smartwatch es básico.,Neutral
Mi experiencia con el ratón ha sido simple.,Neutral
El rendimiento del tablet es funcional.,Neutral
La calidad del laptop es simple.,Neutral
"El diseño del laptop es común, pero podría mejorar.",Neutral
"Estoy muy contento con mi smartwatch, es aceptable.",Neutral
Mi experiencia con el teclado ha sido decente.,Neutral
"El diseño del impresora es básico, pero podría mejorar.",Neutral
La calidad del impresora es estándar.,Neutral
El rendimiento del teclado es funcional.,Neutral
"El diseño del auriculares es simple, pero podría mejorar.",Neutral
"El diseño del tablet es aceptable, pero podría mejorar.",Neutral
La calidad del laptop es estándar.,Neutral
"Si buscas un auriculares regular, este es para ti.",Neutral
"No recomiendo este impresora, es funcional.",Neutral
"El diseño del monitor es estándar, pero podría mejorar.",Neutral
El rendimiento del ratón es común.,Neutral
El rendimiento del celular es decente.,Neutral
El rendimiento del monitor es común.,Neutral
Mi experiencia con el celular ha sido funcional.,Neutral
El rendimiento del monitor es común.,Neutral
"No recomiendo este impresora, es común.",Neutral
"No recomiendo este teclado, es decente.",Neutral
El auriculares es estándar.,Neutral
"Si buscas un impresora regular, este es para ti.",Neutral
La calidad del laptop es funcional.,Neutral
El rendimiento del impresora es funcional.,Neutral
"No recomiendo este teclado, es básico.",Neutral
El celular es regular.,Neutral
La calidad del auriculares es normal.,Neutral
El rendimiento del celular es básico.,Neutral
Este monitor me parece aceptable.,Neutral
Este monitor me parece básico.,Neutral
"En general, el monitor es común.",Neutral
La calidad del laptop es aceptable.,Neutral
"No recomiendo este impresora, es básico.",Neutral
Este laptop me parece aceptable.,Neutral
"Si buscas un monitor regular, este es para ti.",Neutral
Este teclado me parece básico.,Neutral
"El diseño del celular es estándar, pero podría mejorar.",Neutral
"No recomiendo este smartwatch, es aceptable.",Neutral
El rendimiento del cámara es regular.,Neutral
Este ratón me parece simple.,Neutral
"El diseño del smartwatch es promedio, pero podría mejorar.",Neutral
El rendimiento del cámara es común.,Neutral
"No recomiendo este laptop, es regular.",Neutral
Este celular me parece estándar.,Neutral
La calidad del celular es promedio.,Neutral
La calidad del ratón es regular.,Neutral
El cámara es común.,Neutral
"El diseño del impresora es simple, pero podría mejorar.",Neutral
"El diseño del cámara es regular, pero podría mejorar.",Neutral
"Estoy muy contento con mi celular, es normal.",Neutral
La calidad del teclado es básico.,Neutral
"Estoy muy contento con mi monitor, es promedio.",Neutral
La calidad del laptop es simple.,Neutral
Mi experiencia con el impresora ha sido funcional.,Neutral
"El diseño del teclado es promedio, pero podría mejorar.",Neutral
El cámara es simple.,Neutral
"El diseño del teclado es decente, pero podría mejorar.",Neutral
"En general, el teclado es estándar.",Neutral
"Si buscas un impresora decente, este es para ti.",Neutral
La calidad del impresora es básico.,Neutral
El rendimiento del laptop es funcional.,Neutral
"No recomiendo este smartwatch, es simple.",Neutral
"Si buscas un ratón básico, este es para ti.",Neutral
El rendimiento del cámara es funcional.,Neutral
Este cámara me parece promedio.,Neutral
"Si buscas un monitor estándar, este es para ti.",Neutral
Este monitor me parece decente.,Neutral
"No recomiendo este laptop, es decente.",Neutral
Este monitor me parece estándar.,Neutral
El rendimiento del impresora es normal.,Neutral
Este celular me parece aceptable.,Neutral
La calidad del smartwatch es estándar.,Neutral
Este laptop me parece común.,Neutral
"Estoy muy contento con mi impresora, es básico.",Neutral
"Estoy muy contento con mi cámara, es promedio.",Neutral
El laptop es simple.,Neutral
El laptop es común.,Neutral
La calidad del tablet es funcional.,Neutral
"Estoy muy contento con mi tablet, es normal.",Neutral
"No recomiendo este auriculares, es normal.",Neutral
"Si buscas un auriculares funcional, este es para ti.",Neutral
Mi experiencia con el laptop ha sido común.,Neutral
"En general, el smartwatch es común.",Neutral
Este tablet me parece decente.,Neutral
"Estoy muy contento con mi laptop, es promedio.",Neutral
"En general, el smartwatch es estándar.",Neutral
"El diseño del teclado es básico, pero podría mejorar.",Neutral
"No recomiendo este auriculares, es normal.",Neutral
El tablet es funcional.,Neutral
Este teclado me parece aceptable.,Neutral
"El diseño del smartwatch es normal, pero podría mejorar.",Neutral
El cámara es aceptable.,Neutral
Mi experiencia con el monitor ha sido funcional.,Neutral
El rendimiento del auriculares es normal.,Neutral
El ratón es promedio.,Neutral
El rendimiento del monitor es decente.,Neutral
El rendimiento del monitor es funcional.,Neutral
"El diseño del impresora es regular, pero podría mejorar.",Neutral
Este auriculares me parece promedio.,Neutral
El celular es aceptable.,Neutral
Este ratón me parece común.,Neutral
Este celular me parece aceptable.,Neutral
Este cámara me parece común.,Neutral
"No recomiendo este impresora, es común.",Neutral
El celular es funcional.,Neutral
"Si buscas un smartwatch básico, este es para ti.",Neutral
Este teclado me parece normal.,Neutral
